cleaned_content,sentiment
"aplikasi tidak ada guna, pakai kode verif lewat sms tapi tidak muncul2",0
ok,1
lama lama apknya tidak jelas,0
gobloook susah banget pesan,0
banyak aplikasi yang harus di hapus untuk download ini,0
tidak bisa jadi member besik,0
sangat puas dan semoga terus ditingkatkan pelayanannya,1
sangat ebantu,1
keren,1
mantap,1
aplikasi dongo. semua aplikasi bumn kayak sampah,0
sangat membamtu,1
ok,1
kenapa meminta update aplikasi terus ? padahal awal bulan baru update masa akhir bulan meminta update lagi wajah lega,1
jempol ke atas,1
"mantap, sangat membantu",1
war tiket lebaran. servernya tolong diperbaiki. ini sudah dibelain tengah malam pantengin. malah jadwalnya hilang. bisa tidak dapat tiket kalau kayak begini. wajah sangat marah wajah dengan simbol pada mulut,0
semoga bisa terus berinovasi mengikuti perkembangan zaman. melipat tangan wajah tersenyum dengan 3 hati lengan berotot,1
buat kalian hati-hati yang mau top up atau menyimpan duit di ap ini soalnya saldo gue hilang 300 ribu di cek di riwayat juga tidak ada transaksi tapi tiba-tiba hilang buat yang cancel tiket trip juga duitnya tidak balik balik disuruh nungu 6 bulan tetap tidak balik,0
aplikasi memudahkan pramusapa,1
"aplikasi transjakarta sangat memudahkan banget buat perjalanan, fiturnya lengkap, sangat rekomen banget",1
tidak praktis. harus nya tinggal scan qr code seperti krl,0
jos,1
"tolong bug di aplikasi nya diperbaiki, terutama untuk fitur qris payment sering terjadi error ataupun tidak muncul pada saat ingin tap ini/tap out. terimakasih",0
sangat membantu pengguna dalam pembayaran untuk naik mrt,1
tidak bisa dibuka .kenapa ? os detected,0
jempol ke atas,1
ini sebenarnya bagus banget cuma sering harus di-update terus kalau tidak akun hilang,1
"jelek aplikasi, gangguan atau perbaikikan bukanya mengomong ngabarin begitu",0
terbaik,1
belum coba sih tapi unduh dulu. keren saja belajar naik mrt lewat aplikasi bayar juga lewat aplikasi. kita orang daerah coba coba ke ibukota dengan modal smartphone naik mrt. terima kasih ap mrt saja. besok kita coba test,1
bagus,1
"aplikasi sebesar ini harusnya server lebih besar,lemot sekali,",0
terbaik,1
tidak memberikan solusi,0
ok,1
aplikasi nya sangat berguna dan mempermudah,1
"sebel amaaat, setiap buka aplikasi harus update teroooos, males",0
semoga jangan lambat aplikasi,1
sangat terjangkau sekali. dengan adanya transjakarta sangat memudahkan,1
"kesel banget sudah bagus-bagus pembayaran bisa melalui dana tapi malah dihapus, yang ada cuma 2 yang banyak orang tidak tau. mengesalkan banget",0
"layanan kereta lokal cikarang purwakarta, penumpang over, banyak yang berdiri, padahal beli tiket lewat online, mentang mentang tiket murah 3 ribu,",0
biaya admin tidak tertera di informasi nya,0
bagus,1
tepat waktu nyaman aman untuk semua kelas kereta,0
aplikasi load lama,0
baik,1
tidak bisa reset password tidak jelas aplikasi,0
manteps,1
nyaman,1
"entah bagaimana aplikasinya, pas aku pakai aplikasi nya malah rekomendasi halte tujuan dan halte rekomendasi tersebut tidak sesuai dengan halte yang paling dekat tempat tujuan saya. sehingga saat mau scan pas sudah sampai (mau keluar halte) ctidak bisa karena haltenya beda dari halte rekomendasi aplikasi nya sendiri. saya nyesal menggunakan aplikasi ini seolah-olah pengguna harus (diwajibkan) mengikuti rekomendasi nya. sudah saya buru-buru lagi wajah merenung",0
bagus,1
okay,1
ap kurang memuaskan,0
bagus ap. lebih mudah dan jelas,1
oke begitu sip aku suka,1
trimakasih banyak bantu,1
"fasilitas umum yang mudah buat saya yang baru di jakarta, mudah buat mempelajari rute nya, jadi transportasi andalan kalau kemana mana",1
mantap aplikasinya,1
mantap,1
"bagus, pelayanan yang prima",1
sangat membantu,1
mau cek jadwal mrt tidak bisa,0
aplikasi tolol,0
nyaman,1
suka susah,1
semua tiket sampai 7 hari kedepan kosong. selalu begitu,0
"keren banget, nyaman dan aman. layanan nya memuaskan",1
security kalian pihak mrt terlalu berlebihan tidak profesional! membuat pelanggan tidak nyaman! dan menghambat waktu!keluar masuk harus dicek jika itu bandara penerbangan masih dimaklumi! buat sistem keamanan yang lebih efisien dan tidak menghambat perjalanan customer! dilarang,0
habis update malah nge load mulu,0
"sudah aktifin kai pay masih ada saldo nya, pas top up malah harus aktifin lagi, pas order tiket saldo ngurangin tapi tidak ada di tiket saya pas ke stasiun tidak bisa aduh tolong dibenerin tuh kecewa berat, cs susah dihubungi tidak jelas",0
aplikasi cacat ! mau untung saja tidak mau memperbaiki pelayanan jempol ke bawah,0
semua bisa simpel,1
"luar biasa ini kaipay, selama saya develop aplikasi payment gateway, baru kali ini merasakan aplikasi virtual payment tapi konfirmasi dan deposit masuk butuh waktu lebih dari 15 menit. aplikasi elite tapi di pakai sulit, serasa solusi aplikasi menjadi sempit, engak support untuk orang sat set yang waktunya sedikit.",0
"asal tidak di buka beberapa hari saja harus di update mulu ini aplikasi, harusnya kalau belum mateng yaudah tidak usah update dikit2, tunggu sampai mateng banget baru update, ini mah belum sebulan instal ada 5x update",0
layanan prima,1
loginnya setengah mampus padahal jaringan tidak ada hambatan apapun,0
aplikasi sangat baik,1
ok,1
mrtj semoga semakin jaya,1
sangat praktis terima kasih kai,1
sangat membantu,1
"kalau ingin jalan""sama keluarga,dan kelurga banyak. satu kartu satu orang,di pakai pas lagi jalan sama keluarga saja. download aplikasi tranjakarta mengira bisa beli sekalian banyak tiket,ternyata tidak bisa. sama saja bohong. kalau dowload aplikasi mrt bisa beli banyak tiket,jadi tidak usah satu kartu satu orang.",0
perjalanan dengan kereta api dewasa aman menyenangkan dan sungguh merasa dan damai.,1
"pesan tiket sudah pakai kaipay saldo terpotong tapi tiket masih menunggu konfirmasi pembayaran , tidak tau saldo bisa balik atau tidak dan akhirnya beli tiket lagi ke2 kali",0
terimakasih sudah di bantu adanya aplikasi kai,1
lumayan tapi kalau pesan tengah malam lemot sinyal nya,1
ok saja,1
gagal login member basic terus menerus begitu kenapa ?,0
tidak bisa masuk,0
mantap,1
"sudah menang war tiket, sudah bayar juga, saldo juga sudah kurang. tapi tiket tidak ada, aplikasi aneh.",0
ok,1
bagus,1
"tolong keakuratan halte di tingkatkan, kan lucu anda mau turun harus bwda halte dari halte yang diinginkan karena qris nya tidak bisa di scan",0
sangat mudah dan praktis,1
"aplikasi kai akses sangat tidak recommended. fitur untuk menghubungkan ke cs juga tidak banget. sudah bayar tiket, saldo sudah kepotong, status nya menunggu pembayaran terus sampai kedaluarsa. hubungi cs sampai 3 kali, di suruh infoin kode booking, aplikasi mau di back telpon langsung terputus terus. aplikasi tidak ada fitur yang mempermudah customer. bintang 1 buat cs sama aplikasi nya",0
"1. susah dan ribet pembatalan tiket, jaman digital kok masih ribet. 2. pemesanan dengan nama yang sama pada hari dan jam keberangkatan yang sama, masih bisa dilakukan. mestinya auto protect dong, payah nih 3. layanan pelanggan pelayanan lama sekali nunggunya, begitu dapat cs sambungan putus sendiri harus diulang berkali-kali itupun kalau sabar, habis ini gua hapus aplikasinya",0
"aplikasi sering error jadwalnya suka hilang, reschedule dan cancel tiket sekarang sudah tidak bisa lagi padahal sebelumnya bisa",0
"aplikasi tidak jelas, setiap mau pembayaran error terus padahal saya sudah input data dengan benar, tetapi setiap proses pembayaran pasti invalid, developer bisa urus aplikasi mu tidak?, ini aplikasi resmi milik kai namun terlalu banyak bug/error, masih lebih mudah pakai aplikasi lain untuk pesan tiket kereta",0
alhamdulillah saya pelanggan kai puas dengan pelayanan sekarang,1
kedepannya lebih baik tanpa keluhan pengguna,1
mempermudah pemesanan,1
sangat membantu sekali,1
praktis,1
sekarang jadwal krl nya tidak dicantumin jam kedatangan di setiap stasiun. padahal menurut saya itu sangat membantu kalau dicantumin. karena bisa dijadikan patokan membuat rencana perjalanan. mohon maaf saya kasih rating rendah mohon perbaikan agar jadwal krl bisa dicantumkan jam kedatangan pada setiap stasiun terimakasih,1
"makin kacau, makin di update makin lemot, tidak bisa melakukan pembelian. update lagi malah tidak bisa masuk akunya. klik lupa pas tidak bisa bisa. aplikasi yang menyulitkan",0
sangat memudahkan,1
sangat mudah,1
bagus,1
aplikasi booking sering error. kalau belum siap mengapai mengeluarkan kebijakan beli tiket harus via online .,0
sangat membantu perjalanan,1
upgrade bassic tidak bisa masuk aplikasi kurang bagus,0
busuk,0
mantap,1
bagus,1
kok server nya error terus yang ?,0
"aplikasi apaan nih mau buat pesan tiket kereta buat mudik malah ""ups! jadwal tidak ditemukan"" padahal sudah h-7 mau beli. begitu mulu munculnya. setelah di update bukannya makin pintar, tapi malah tambah o0n melipat tangan",0
"transjakarta membantu saya dalam kegiatan sehari - hari , sangat memuaskan",1
"pakai aplikasi ini jadi lebih mudah,praktis,cepat,gampang rekomen banget tidak ribet aman dan nyaman thankyou",1
"aplikasi transjakarta ini user-friendly, mudah digunakan dan dimengerti. membantu banget buat kaum"" yang sukanya naik bus buat nge tracking bus dan membuat estimasi perjalanan.",1
jaya kai jaya,1
bagus,1
sangat membantu dalam bepergian dan tingkatkan lagi kecanggihan dalam teknologi digital untuk akses kai,1
"kalau waktu musim liburan sekolah/lebaran selalu harus ngewar jam 00.00 itupun aplikasi sering error jadwal tidak ditemukan, ketika sudah bisa, tertera tiket habis terjual semua. pernah sudah payment tapi tiba-tiba dicancel aplikasi. tolong dong diperbaiki lagi agar bisa lebih efisiensi waktu!",0
mantap,1
sangat bermanfaat,1
bagus,1
kenapa setelah di update malah tidak bisa masuk. kai tolong cepat di perbaiki aplikasi.nya. melipat tangan wajah bersungguh-sungguh,1
aplikasi tahi deh tidak bisa pakai e-wallet lagi sekarang selain punya kai,0
lemote,0
untuk kenyamanan dan ketepatan waktu ok.,1
aplikasinya bagus pelayanan oke memudahkan naik bis .,1
"sangat membantu sekali aplikasi ini dalam melakukan perjalanan sehari hari, fitur fitur nya juga membantu bagi para penggunanya",1
topup lama masuk nya,0
alus pokokna mah,1
bagus banget,1
bagus,1
"aplikasi transjakarta memudahkan saya untuk menemukan bus terkini dan bisa melihat rute rute nya, fiturnya didalem lengkap, fiturnya gampang jadi tidak susah pakainya jempol ke atas warna kulit cerah jempol ke atas warna kulit cerah jempol ke atas warna kulit cerah",1
mantap jos,1
keren.,1
jika bagus/tidak ada kendala,1
jempol ke atas,1
sangat ekonomis,1
menyusahkan kalau tidak siap bikin ap jangan bikin,0
"aplikasi transjakarta ini sangat membantu saya dalam merencanakan perjalanan sehari-hari. informasi jadwal bus real-time cukup akurat, sehingga saya bisa mengatur waktu dengan lebih baik. selain itu, fitur rute dan halte terdekat sangat berguna bagi pengguna baru maupun yang sudah sering naik bus. desain aplikasinya juga simpel dan mudah dipahami.",1
aplikasi trans jakarta menyediakan rute tempat berhenti trans jakarta yang mau transportasi,1
"secara tampilan memang lebih bagus dari sebelumnya. pagi ini saya baru instal, dan langsung dipakai. pembelian tiket berhasil. tap ini di halte ragunan juga berhasil, aman, lanjut mau tap out di halte underpas kuningan tidak bisa. tertulis tiket kadaluarsa. mana petugasnya tidak ada di tempat. harus jalan dulu ke kuningan timur mencari petugas. tolong aplikasinya dibenerin",0
maaf hanya bintang 1. server sering error. sering timeout waktu pesan tiket. apalagi saat liburan. tolong yang komuter (terutama dhoho dan penataran) lebih di perhatikan lagi. waktu memasukkan identitas penumpang sering time out dan ulang dari awal. setelah ulang dari awal keluar jadwal tidak ditemukan. terus seperti itu sampai setengah jam tapi tiket sudah habis. tolong keadilannya mengingat banyak pengguna yang menggantungkan kehidupan mereka pada transportasi kereta api.,0
ok,1
diupdate kok makin zonk,0
jempol ke atas,1
mantab,1
baru ada notifikasi bisa beli tiket dari aplikasi pas cek tiketnya sudah habis. . gembel. mending tidak usah di kasih tau sekalian,0
sangat membantu,1
oke,1
loginnya susah banget tidak jelas ngeribetin orang yang ingin bepergian jempol ke bawah warna kulit cerah,0
kadang error,1
"bagus banget bisa buat lihat jadwal dan rute bus transjakarta, banyak fitur menariknya dan pembayarannya mudah",1
membantu banget buat aku yang suka pergi²an sendiri,1
bagus,1
aplikasi lemot banget sudah war mulai jam 00.00 tetap saja lemot sampai bolak balik keluar masuk aplikasi sampai kehabisan tiket juga,0
"beli tiket mrt. dana kepotong, tiket barcode tidak keluar. sudah berapa kali kejadian. aplikasi error. worst!",0
"sudah cukup baik dari pada versi awal, tapi terkadang sering lag",1
ok,1
jempol ke atas,1
pelayanan terbaik dan cepat,1
mantap,1
sangat memuaskan sekali,1
mantab,1
"aplikasi yang sangat amat membantu saya, dengan aplikasi ini membuat saya tidak bingung saat menunggu bis, karena sesuai dan tepat, terimakasih transjakarta",1
"aplikasinya sudah bagus, bisa tracking posisi busnya dimana saja jadi tidak usah menunggu terlalu lama sih. jadi tau posisi nya",1
"aplikasi nya tidak benar, aya mau aktivasi dan sudah isi semua data sesuai prosedur invalid terus, coba bebagai hal tetap saja sama, sudah hubungi customer service tidak dijawab",0
"ujung ujungnya jualan aplikasi. tolong driver jaklingko tidak ada yang rekom, sepertinya lebih baik driver kopaja, lebih mnghargai penumpang, bukankah jaklingko untuk mlayani masyarakat walopun gratis, kita naik jaklingko memng gratis tapi bukan berarti pelayanannya seenaknya sendiri, ugal ugalan, tak ramah, sering tidak mau naikan penumpang! jadilah orang indonesia yang baik, melayani dengan ikhlas. !",0
mudah digunakan dan sangat murah juga biayanya semoga makin maju lagi,1
bagus,1
aplikasinya satsetwatwet,1
menyesal banget download aplikasi jaklingko. tidak berguna sama sekali. tidak bisa di gunakan. untuk buat akun bagian email tidak bisa berhasil. server selalu bermasalah. payah payah payah. jak lingko payah. tidak mau menggunakan untuk selama lama nya.,0
aplikasi tidak guna,0
"aplikasi setelah update tambah lemot pol, beli tiket loading nya lama banget",0
"makin hari makin tidak jelas nih aplikasi, sudah meminta update mulu terus posisi bus tidak bisa di track lagi, gps aplikasi nya error terus. dan sekarang saldo e tol gua kepotong tidak jelas terus tiap tap di halte maupun tap on the spot di dalam bus",0
"kai tolong dong demi apapun memperbaiki deh apknya masa kejadian di aku sudah bayar tapi tiket tidak muncul masalahnya tidak cuman sekali kayak begitu tapi berberapa kali sudah kejadian, tolong dong di memperbaiki ya allah",0
"asli, tj ap ini membantu banget! bisa mantau bus real-time, jadi tidak perlu nongkrong lama di halte kayak orang bego. beli tiket qr sat set, anti ribet. jakarta jadi gampang dijabanin. wajib punya!",1
oke,1
"transportasi andalan.tapi justru di rusak oleh aplikasi sampah, mengecewakan!",0
sangat membantu,1
"apa-apaan deh baru"" ini pesan tiket kereta di timer 10 detik. mau pilih kursi saja tidak bisa alhasil waktunya deh habis muncul tulisan ""kadaluwarsa"". perasaan yang bulan"" lalu di timer lama nah ini cuma 10 detik doang anjir. mau pilih kursi + ke pembayaran waktunya tidak nutut. lu perbaiki lagi deh aplikasi lu ini !",0
"sekarang tiap mau naik bus jadi gampang banget, tinggal buka aplikasi transjakarta saja. info rutenya jelas, jadwal juga lumayan akurat. membantu banget buat yang sering bolak-balik sekolah.",1
sangat membantu,1
sering error,0
bagus,1
alhamdulillah kai simple pesanx dan nyaman. langgananku mudik sejak sktr 5 tahu lalu,1
bagus apknya mempermudah pembelian tapi mengecewakan banget dari segi pemesanan dan pembayaran yang selalu susah,1
woy ini server kenapa error mulu,0
mantap,1
"jujur menurut saya aplikasi ini bagus banget buat berpergian kemana²,lancar di hp saya mantap lah pokoknya,harganya juga murah,bisnya datang nya tepat waktu the best lah pokoknya",1
aneh aplikasiny ada bug tidak jelas,0
mudah diakses,1
saran dan masukan. alangkah baiknya jika dalam aplikasi ini dapat menunjukan daftar jalur dan tujuan setiap kereta yang ada agar dapat dijadikan patokan jika ingin menggunakan connecting train,1
mantap kai,1
memudahkan pesan tiket,1
ok,1
setiap pembelian kursi penuh saja padahal sudah coba beda hari .,0
"aplikasinya kayaknya oke saja, cuma saya dari luar daerah hanya mau coba bus open trip jakarta tapi sampai 3 hari tidak dapat tiket dan di aplikasi kayak tidak jelas deh cara lihat tiket busnya. harus cek hari satu satu dan jam satu satu, tapi ujung ujungnya tiket tidak tersedia. maksud saya kalau memang deh habis di ganti lah status hari itu habis dulu biar tidak capek bolak balik aplikasi mengecek hari satu satu tapi tetap tidak dapat",0
aplikasi nya sangat membantu dan memudahkan dalam ber transportasi sangat mudah untuk digunakan,1
error . bug,0
"kai akses, sangat membantu",1
pelayanan semuanya bagus,1
aplikasi tempek,0
waktu rame servernya lemot banget tidak bisa buat pesan tiket! tolong diperbaiki,0
tiket kuala stabas(kotabumi-bandar lampung/bandar lampung-kotabumi) ada calo nya. beli tiket untuk minggu depan jam 00.00wib saja tidak bisa. giliran sudah lewat 15-30 menit dari jam 00.00wib kursi penumpang sudah habis. gila!,0
"mempermudah kalau mau cari jadwal dan halte terdekat bisa dipantau, jadi enak gaperlu ribet, nyaman banget pokoknya",1
bagus dan profesional,1
"sangat bermanfaat untuk pengguna transportasi jakarta,mantaaap",1
"aplikasi nya bagus mempermudah kalau pergi² an dekat maupun jauh, recommend banget",1
"aplikasi macam apa ini, setiap diperbarui malah makin buruk performanya. bug dimana2. mau bayar tiket dengan ovo malah tidak bisa2 ngeblank putih layarnya. diulangi bebrapa kali begitu terus menerus. gagal terus. kembalikan versi yang lama!",0
mantap,1
ok,1
keamanan & kenyamanan terjamin,1
sangat membantu sekali dalam perjalanan saya.terima kasih,1
mantap aplikasi cepat,1
jempol ke bawah jempol ke bawah jempol ke bawah,0
"bagus ,enak adem nyaman dan sangat mudah untuk cara pemesan tiket nya . naik pas ulang tahun jakarta 22 juni 2024 .",1
sangat mendukung,1
makin keren,1
aplikasi keren,1
"tidak nyaman kalau tidak pakai nomor. kita sekeluarga naik kereta, duduk menclok2. tidak asik, tidak nyaman. kadang di kereta tempat bercengkrama santai, tapi kalau tidak pakai nomor, moment itu hilang",0
aplikasi ini memudah kan saya saat berpergia jadi saya tau rute rute nya dan bisa lihat posisi bus nya,1
keren,1
"kenapa kok lemot, besok aku mau keluar naik kereta kok malah aplikasi nya akun anda dalam pemeliharaan?",0
oke,1
aplikasi suka error tolol,0
lemot banget pas mau pembayaran muter2 kayak peraturan pemerintah di cancel malah kursinya belum reservasi eh sudah ke isi padahal bayar saja belum aplikasi taek,0
oke,1
kecewa,0
aplikasinya sangat bagus banget.saya kasih bintang 5 untuk aplikasi ini.,1
aplikasi transjakarta ini bagus dan sangat membantu karena memudahkan saya dalam hal update info terkait jadwal bepergian sehari-hari kemanapun dan kapanpun.,1
ribet .beli tiket pilih st berangkat dan tujuan. salah pilih.tiket hangus.,0
"aplikasi parah kga akurat gps, duitnya jadi hilang kan",0
aplikasi tolol,0
penggunaan railfood masih perlu banyak yang diperbaiki & dikembangkan,0
bagus,1
ok,1
aplikasi tolol.tidak bisa masuk.malah keluar sendiri .giliran mau masuk.mau rubah kata sandi karena lupa kata sandi.tidak bisa di rubah.gembel.,0
"mohon maaf untuk fitur perbaruan aplikasinya ada yang membuat kesulitan,terutama untuk pembayarannya.kenapa sudah tidak bisa pakai qris ya?mohon untuk perbaikan diteliti lagi.",0
memudahkan konsumennya,1
oke,1
"sudah niat mau war tiket dan sudah dapat tiket tinggal bayar malah timeout, coba masuk lagi timeout lagi sampai setengah jam coba terus akhirnya tiket sudah habis. keren banget memang aplikasi ini, wajib dikasih bintang 1.",0
aplikasi lemot parah. tidak ada perubahan. jelek sekali,0
mantap,1
"aplikasi ini sangat memudahkan saya, terlebih lagi tidak ribet pakainya",1
aplikasi yang mudah digunakan dan informatif,1
"aplikasi ini sangat membantu saya yang bekerja di jakarta, jadi memudahkan menggunakan transportasi umum jempol ke atas jempol ke atas",1
top banget. jempol ke atas jempol ke atas jempol ke atas,1
"menurut aku alpikasinya sangat banyak banget kekurangannya, jika sebelum di operasikan di pastikan dulu semua stasiun dan halte sudah terkoneksi sama jak lingko, alhasil saya setiap transaksi lewat jak lingko selalu tidak bisa",0
ngebug mulu mau upgrade akun woi,0
mantap jabat tangan,1
"kurang cepat nih, padahal ada sinyal tapi loading terus",0
oke,1
bagus,1
"aplikasi yang sangat mengecewakan pesan tiket dari jam 00.00 sampai jam 04.00 pagi tidak bisa sama sekali, selalu muncul peringatan transaksi sedang tinggi, server nya jelek banget sekelas kai tidak maksimal sama sekali",0
"server busuk sekali ! tidak ada perubahan , kalau memang tidak bisa kelolanya yaudah di hapus saja sistem beli online, balik saja jadi beli harus di stasiun ! ratting minus",0
pelayanan cepat terimakasih,1
"bagus banget memudahkan masyarakat, the best",1
pelayanan sangat baik,1
bikin pusing. ribet mau beli saja cepat cepat an. sudah dapat.waktu pemesanan anda habis. pesan lagi. loading teros. loading teros . time out . jadwal tidak di temukan. payah payah,0
semoga banyak promo naik mrt,1
sangat membntu,1
sering error,0
error banget tolong di memperbaiki ya kesel aku hari ini menunggu tiket eh time out dan tidak dapat,0
bagus,1
tepat waktu tanpa macet,1
sering error,0
kok bisa dalet ratenya 4.8 ? ini aplikasi parah asli,0
bagus,1
keren,1
sangat memuaskan,1
"yang saya dengar kenapa tiket begitu susah didapatkan karena pihak kai kerjasama dengan agent pemborong lain di moment lebaran aji mumpung adanya pembelian tiket yang dibeli oleh agent lain alias diborong dan dijual lagi dengan harga mahal, dengan istilah percaloan apakah ini yang namanya sistem kai lebih baik? menurut saya buruk jika ada permainan seperti itu. apakah tidak percaya akan dosa dan adanya neraka? tiket yang biasa bengawan 70ribu dijual calo 180ribu. allah maha melihat dan maha mngetahui",0
pernah salah naik pas pertama kali naik kereta dari sukabumi ke bogor mengira saya kelas eksklusif sama ekonomi beda kreta. saya naik ekonomi eh malah ke ci anjur.,1
mantap terus perbaharui lagi fitur fiturnya,1
aplikasinya sudah semakin baik tapi disayangkan sekali untuk kereta lokal tidak bisa pilih kursi akhirnya ketika masuk kereta pada rebutan kursi jadi kurang tertib sewaktu bisa pilih kursi setiap orang menuju ke masing kursi tapi sekarang jadi berebut cari tempat duduk,1
top up.nya susah,1
aplikasi susah didownload,0
"tiap sore tidak bisa di buka, kalau boleh saran itu servernya di up lagi masa sekelas transjakarta tidak bisa buat up server untuk nunjang aplikasi.",0
update mulu.payah,0
aplikasi yang sangat bagus dengan aplikasi ini kita mudah berpegian mana saja dan kapan saja mudah dan cepat,1
"terlalu lama untuk antrian nya. kasihan yang lansian, ibu hamil dan anak kecil",0
bagus & bermanfaat,1
aplikasi tidak bisa bekerja.beli tiket di loket tidak bisa harus pakai aplikasi tapi aplikasi tidak berjalan.server nya tolong di perbaiki.,0
"sepengalaman memakai aplikasi ini cukup terbantu, namun perlu diketahui bahwa masih ada beberapa bug yang sangat meresahkan jadi mohon untuk diperbaiki melipat tangan",1
"tampilan aplikasinya nyaman, semua menu bisa diakses sekaligus tanpa ribet",1
keren,1
"sangat membantu perjalanan, terutama untuk perjalanan multi moda jadi lebih murah. bisa keliling jakarta dengan tarif yang sangat terjangkau",1
ok faster,1
"aplikasi payah, petugasnya juga apda payah, makan gaji buta semua, halte pluit tuh perhatikan mau keluar tidak bisa pakai aplikasi kita naik juga tidak gratis ya! makan gaji buta!",0
keren,1
buat urusan warga lebih mudah dan mengayomi,1
cara jitu menghindari kemacetan,1
aplikasi tidak jelas. mau bayar gagal terus . mau oesan gagal terus. malah mempersulit,0
oke bisa menambah no body,1
"gegara cannot get seat. tanggal sudah benar pengisian sudah benar dari kursi masih kosong tinggal 21 kursi lagi mesan 3 tiket sampai di ubah jadi 1 tiket, why! kenpa tidak bisa lanjut pesanan pada akhirnya saya tidak bisa pesan, tolong kerja samanya",0
min mau bertanya kalau log ini susah terus lupa sandi bagaimana solusinya,1
lemoooorttttttty makin hancur,0
tiket sih - bo tidak muncul,0
kalau scan selalu tidak bisa,0
wow,1
bismillah update aplikasi semoga selalu berhasil mendapatkan tiket setiap kali membutuhkan amin,1
bagaimana sih mau menghubungkan ke astrapay tidak bisa mulu. klik kirim otp via sms atau wa malah kembali terus.,0
jadwal nya sangat akurat dan enak banget tranportasi umum yang bersih,1
"tolong banget! managementnya menatar ulang drivernya lagi ya. spesial untuk s11, t12. maklumat pelayanan terkait berhenti di halte yang sudah ditentukan saja busnya tidak bisa apalagi hal pelayanan yang lain. sudah busnya jarang2 armadanya, dempet sampainya seperti tidak atur jarak antar bus, banyak penumpang sudah menunggu lama akhirnya naik grab/go-jek.",0
aplikasi nya benaran begini kah? masa saldo saya sudah di potong tapi tiket tidak keluar2 harap kembalikan dana saya jangan main ambil saja. dari tanggal 3 april 2025 buat pelaporan tapi sampai sekarang belm ada respon sudah di tlpn2 cs nya kata nya chat di fb sudah di chat tapi tidak ada respon tolong ya kembalikan dana saya yang di potong.,0
"aplikasi ini telah menjadi penyelamat! saya telah menggunakan banyak aplikasi serupa sebelumnya, tetapi aplikasi ini jauh lebih unggul. performa cepat, tidak ada bug yang saya temukan, dan dukungan pelanggannya responsif. sangat berharga! rating 5 bintang dari saya! jempol ke atas",1
ok,1
jos gandos kotos kotos,1
wajah bosan,0
setiap weekend / libur kok aplikasi error. erornya setiap mulai jam 00.01 pula. sepertinya ada yang sengaja memanfaatkan keuntungan. tidak fair,0
aplikasi nya kurang bagus dan sangat buruk harusnya mengerti banyak orang punya hp dibawah standart ini malah tidak bisa karena hp nya keluaran lama,0
"aplikasi nge bug mulu dikit"" ada masalah ,dikit"" tidak ada sinyal padahal wifi sama kuota lancar",0
mempermudah masyarakat menggunakan transportasi umum,1
sangat membantu dalam melihat jadwal bus dan real time tracking busnya oke,1
transportasi terbaik,1
"sekelas bumn buat aplikasi kayak sampah, sdm oh sdm",0
"buruk, tidak bisa di pesan baru 3detik langsung habis. sekalinya ada tidak bisa diklik juga time out mulu error mulu. calo nya orang dalem ya",0
sangat membantu buat aku yang sehari² pakai angkutan umum. khususnya bus trans. thank you,1
"sudah makin oke sih sekarang, info rute sama jadwalnya lumayan akurat. bisa tau kapan bus datang tanpa tanya"" ke petugas atau tengak tengok kayak orang linglung.",1
semoga bermanfaat untuk semua anggota di lapangan,1
mantap,1
sangat membantu,1
bagus bisa beli tiket mrt dan lainnya. aplikasi yang sangat beefaefah.,1
mudah dsetiap perjalalanan,1
aplikasinya sangat membantu. fitur-fiturnya juga cukup lengkap dan akurat. memudahkan untuk cek rute dan jadwal bus. keren,1
mantap,1
bagus sekali pelayanan,1
menurut saya aplikasi ini sangat membantu,1
programmernya dipecat saja,0
"setelah update tambah buruk, kai pay saja harus diaktivasi lagi, lagi diaktivasi timeout terus, pembelian kak bandara pakai kaipay saja selama 30 menit gagal bayar dan tidak ada riwayat transaksinya sama sekali diupdate malah tambah parah! pusat perbantuan juga tidak berguna isinya cuma bot.",0
saya sudah beli sampai tidak bisa dipakai.hapus aplikasi kalau hanya sedot uang rakyat kecil .petugas dilapangan dan dihalte tidak ada yang bisa bantu sama sekali.kacau kacau,0
sudah bagus dan perlu dipertahankan dan dikembangkan lagi untuk kwalitas pelayanan publik,1
bagus dan mudah pembayaran nya,1
login atau register gagal terus,0
"rutenya sangat gampang dipakai/ditemui, jelas unggulan sih menurut ku dengan memakai transjakarta semuanya menjadi cepat,mudah, dan aman",1
murah dan praktis,1
membantu masyarakat,1
aplikasinya bagus mudah dijalankan,1
aplikasinya bagus dan saran juga jangan sedikit² update,1
sudah pesan uang juga sudah berkurang disaldo tapi tiketnya tidak ada .,0
gagal mulu perbaiki,0
"cari tiket sudah standby dari jam 00.00,begitu buka belum ada 1menit.pemberangkatan yang lokal ke 2,3 sudah habis.saya cek lagi 00.30 tiket sudah habis.yang saya herankan,mereka dapat tiket itu pakai mantra apa?!?kok yang dapat cepat bgts.sedangkan saya cari tiket susah banget, jadwal tidak kluar2,giliran keluar tinggal pesan timeout terus.begitu tinggal merem beberapa menit tiket habis.apa harus kenal orang dalam wajah dengan mata ke atas",0
semoga makin bagus pelayanan nya pt kai.,1
aplikasi kai sekarang jelek loding nya lama & agak ribet,1
